Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
baleno,2009,43.69,81.05,76873,Petrol,Dealer,Manual,1
wagon r,2007,63.68,75.75,185342,CNG,Individual,Automatic,3
Hero Passion Pro,2008,42.32,52.71,413563,Petrol,Dealer,Automatic,1
Honda CB Hornet 160R,2007,36.66,74.69,148083,Diesel,Dealer,Manual,2
TVS Sport ,2007,32.89,43.29,481745,CNG,Individual,Manual,2
Suzuki Access 125,2017,28.37,35.3,184275,CNG,Dealer,Automatic,0
TVS Wego,2013,13.64,24.94,416775,Petrol,Individual,Automatic,0
Mahindra Mojo XT300,2018,18.91,34.94,369683,Diesel,Individual,Manual,3
Honda CB Unicorn,2015,9.48,10.56,424823,CNG,Individual,Automatic,1
xcent,2016,45.85,69.03,315164,Diesel,Dealer,Automatic,3
sx4,2004,16.1,25.88,123596,Petrol,Individual,Manual,2
Royal Enfield Classic 350,2011,69.82,82.82,336315,CNG,Dealer,Manual,3
Bajaj Pulsar  NS 200,2008,18.49,20.55,105952,CNG,Individual,Automatic,3
camry,2014,49.37,90.41,11972,CNG,Dealer,Manual,2
Bajaj Avenger Street 220,2018,35.18,39.25,373162,CNG,Dealer,Automatic,2
Honda Activa 125,2005,33.89,60.29,431977,CNG,Dealer,Manual,1
swift,2017,54.27,74.11,153124,Petrol,Individual,Manual,3
grand i10,2011,34.09,39.46,423183,Diesel,Individual,Automatic,2
Mahindra Mojo XT300,2015,9.71,23.04,134168,Petrol,Individual,Automatic,0
eon,2009,22.84,40.8,13266,Diesel,Individual,Automatic,1
Activa 4g,2005,41.37,65.28,156431,CNG,Dealer,Automatic,1
alto 800,2011,53.9,82.32,197423,CNG,Dealer,Manual,1
land cruiser,2013,23.79,32.68,44069,Diesel,Dealer,Manual,1
ignis,2008,2.05,4.47,241227,CNG,Dealer,Automatic,1
TVS Sport ,2009,22.69,49.42,262723,Petrol,Dealer,Manual,2
Bajaj Pulsar 150,2004,17.19,31.64,136348,Petrol,Individual,Automatic,0
UM Renegade Mojave,2004,17.47,27.63,192822,CNG,Individual,Automatic,3
TVS Sport ,2007,45.07,57.57,277861,Petrol,Individual,Manual,0
etios liva,2016,8.94,11.37,238572,Diesel,Dealer,Automatic,3
Hero  Ignitor Disc,2003,50,65.25,289452,CNG,Dealer,Manual,0
Yamaha FZ S ,2018,39.44,45.54,148958,Diesel,Dealer,Manual,3
Activa 4g,2014,57.29,92.1,466905,CNG,Individual,Automatic,3
city,2017,38.95,52.49,213526,CNG,Individual,Automatic,0
Yamaha FZ S V 2.0,2004,1.52,2.33,239976,CNG,Dealer,Automatic,2
Bajaj Pulsar 150,2010,1.01,1.18,115871,CNG,Dealer,Manual,0
corolla altis,2010,26.13,53.93,47013,Diesel,Dealer,Automatic,3
Bajaj Avenger 150,2007,4.46,8.04,223372,Petrol,Individual,Automatic,3
Bajaj Pulsar RS200,2007,13.69,27.81,116357,Diesel,Dealer,Manual,3
Honda Dream Yuga ,2005,39.16,84.85,3662,Petrol,Dealer,Automatic,3
Honda CB twister,2005,11.98,20.05,181892,Diesel,Individual,Automatic,2
Royal Enfield Classic 350,2007,11.07,16.86,129168,Diesel,Dealer,Automatic,0
Bajaj Discover 100,2012,15.06,24.72,133620,CNG,Individual,Manual,0
Honda CB Hornet 160R,2008,34.26,58.96,94479,Diesel,Individual,Manual,3
Bajaj Avenger 220 dtsi,2009,10.92,21.04,9668,CNG,Dealer,Automatic,3
Bajaj Dominar 400,2017,26.64,62.25,365747,Diesel,Individual,Manual,3
alto 800,2017,54.24,77.11,339596,Petrol,Dealer,Manual,2
Bajaj Discover 125,2015,32.3,43.15,412463,CNG,Individual,Manual,0
Hero Extreme,2008,20.88,37.34,279972,Petrol,Individual,Manual,3
eon,2004,2.93,3.81,41424,Diesel,Dealer,Manual,0
s cross,2005,34.41,50.41,368772,Diesel,Dealer,Automatic,0
Hero Passion X pro,2014,13.77,16.78,361156,Diesel,Dealer,Automatic,2
city,2005,40.86,63.9,205742,Diesel,Dealer,Automatic,2
i10,2013,35.27,77.06,393306,CNG,Individual,Manual,1
Honda CB twister,2017,21.12,51.27,318963,CNG,Dealer,Automatic,2
Suzuki Access 125,2014,10.01,24.91,243582,Petrol,Dealer,Manual,3
ignis,2018,1.83,4.39,465473,Petrol,Individual,Automatic,1
Royal Enfield Classic 500,2009,55.85,81.92,110209,CNG,Individual,Manual,0
Bajaj Pulsar RS200,2006,14.13,16.83,93396,Diesel,Individual,Automatic,0
Honda Dream Yuga ,2018,27.12,38.08,301959,CNG,Individual,Manual,0
Royal Enfield Classic 350,2014,16.23,32.81,368965,Diesel,Dealer,Automatic,1
ertiga,2012,77.19,86.39,483765,Petrol,Individual,Automatic,3
Activa 4g,2008,1.13,1.79,139175,CNG,Dealer,Automatic,1
Bajaj Avenger 150 street,2003,2.37,5.72,379325,Petrol,Individual,Manual,2
Honda CB twister,2006,27.43,51.84,98991,Diesel,Individual,Automatic,1
Honda CB Shine,2003,26.3,56.42,165459,Diesel,Dealer,Automatic,2
Honda Karizma,2011,22.95,49.8,251904,CNG,Individual,Manual,3
Hero  Ignitor Disc,2013,13.93,17.77,251138,CNG,Dealer,Manual,0
Bajaj Avenger 220,2005,45.83,63.75,437933,Petrol,Individual,Automatic,0
Hero Extreme,2009,25.03,55.54,269432,Diesel,Dealer,Manual,3
ignis,2007,12.53,17.17,438981,Petrol,Dealer,Automatic,3
verna,2016,52.79,87.7,218184,Diesel,Dealer,Manual,1
Royal Enfield Classic 350,2014,25.36,49.77,418763,CNG,Dealer,Manual,0
TVS Apache RTR 160,2011,24.29,37.28,374351,CNG,Dealer,Automatic,1
innova,2013,18.51,42.84,447097,Diesel,Individual,Automatic,1
verna,2010,16.33,20.27,459401,CNG,Individual,Automatic,1
baleno,2006,40.51,47.1,367727,Petrol,Individual,Automatic,1
brio,2013,51.45,58.81,287321,Petrol,Individual,Manual,0
elantra,2005,65.99,81.35,130648,CNG,Dealer,Automatic,1
eon,2014,6.3,10.68,249098,CNG,Individual,Manual,2
TVS Apache RTR 160,2011,3.41,4.8,76475,CNG,Dealer,Automatic,3
Yamaha FZ  v 2.0,2016,47.37,83.71,435597,Diesel,Individual,Automatic,0
corolla,2017,54.78,83.76,104562,Petrol,Individual,Manual,3
Hero Passion X pro,2016,24.55,52.56,498770,Diesel,Individual,Automatic,2
KTM RC390,2012,79.89,89.23,304166,Diesel,Dealer,Automatic,2
Bajaj Avenger 150,2004,25.29,35.23,38790,CNG,Individual,Manual,0
Hero Passion Pro,2006,54.82,68.95,151909,CNG,Dealer,Manual,2
Hero Splender Plus,2003,0.6,1.16,382465,Petrol,Individual,Manual,0
fortuner,2017,46.73,58.96,207522,CNG,Dealer,Automatic,3
ritz,2017,36.98,57.71,393313,Petrol,Dealer,Automatic,1
Suzuki Access 125,2011,12.88,17.56,470416,Diesel,Individual,Manual,1
800,2003,19.06,35.23,156349,Petrol,Dealer,Manual,1
TVS Jupyter,2005,30.26,41.84,15367,Petrol,Individual,Manual,0
corolla,2016,24.6,28.64,292220,Diesel,Individual,Automatic,1
Royal Enfield Classic 500,2008,19.6,46.23,66786,Diesel,Dealer,Automatic,2
innova,2004,49.04,78.3,406200,Petrol,Dealer,Automatic,2
jazz,2011,38.27,67.39,13354,CNG,Individual,Manual,0
Honda Activa 125,2008,26.9,48.77,358675,Diesel,Dealer,Manual,0
Bajaj Avenger 150 street,2017,26.62,55.09,328859,CNG,Individual,Manual,2
s cross,2011,20.34,33.38,43952,CNG,Individual,Automatic,2
Hero Passion Pro,2008,18.72,21.58,398978,Petrol,Individual,Manual,0
Hero  Ignitor Disc,2006,40.79,66.65,17782,Diesel,Dealer,Automatic,2
Honda Activa 4G,2007,27.83,36.47,277554,Petrol,Dealer,Automatic,1
Honda CB Hornet 160R,2016,64.88,73.37,418124,Diesel,Individual,Automatic,1
i10,2012,13.57,24.81,74517,Petrol,Dealer,Automatic,3
Yamaha FZ 16,2003,17.83,29.83,453846,CNG,Dealer,Automatic,3
Suzuki Access 125,2006,25.5,39.68,239823,Diesel,Individual,Automatic,0
elantra,2011,40.17,48.54,498567,Petrol,Individual,Automatic,3
Honda CB twister,2013,16.08,32.24,386038,Diesel,Dealer,Manual,3
KTM 390 Duke ,2013,23.05,44.25,144445,Petrol,Individual,Automatic,3
city,2003,45.93,92.18,318204,Petrol,Individual,Manual,3
creta,2003,13.79,23.11,93235,Petrol,Individual,Automatic,2
Yamaha Fazer ,2006,54.6,63.13,431681,Diesel,Dealer,Automatic,2
Bajaj Pulsar 150,2010,4.33,7.85,154064,Diesel,Dealer,Automatic,2
Activa 4g,2009,37.05,46.9,33179,Diesel,Dealer,Manual,0
camry,2004,51.17,64.53,452820,Petrol,Dealer,Manual,3
Hero Hunk,2004,34.5,54.23,382227,CNG,Dealer,Automatic,2
etios gd,2006,19.78,25.59,461732,CNG,Dealer,Manual,1
etios liva,2016,70.16,89.44,413120,CNG,Individual,Manual,1
sx4,2006,41.84,83.23,110276,Diesel,Individual,Manual,3
Bajaj Dominar 400,2013,48.62,68.66,432325,Petrol,Individual,Manual,3
Suzuki Access 125,2012,22.23,25.74,244766,CNG,Dealer,Automatic,1
corolla altis,2007,47.08,74.77,140020,Petrol,Dealer,Manual,0
Activa 3g,2016,15.46,20.33,397339,CNG,Dealer,Automatic,1
corolla altis,2011,56.04,79.11,235656,Diesel,Individual,Automatic,2
Hero  CBZ Xtreme,2011,37.3,59.52,72384,CNG,Individual,Automatic,3
fortuner,2004,68.41,92.58,282019,Diesel,Dealer,Automatic,2
Yamaha FZ  v 2.0,2010,1.52,2.98,317867,Petrol,Dealer,Manual,1
i20,2006,5.01,8,378341,Petrol,Dealer,Automatic,1
Royal Enfield Thunder 350,2012,61.02,74.21,369700,Petrol,Dealer,Automatic,3
Hero Passion X pro,2011,57.09,80.76,375535,CNG,Dealer,Manual,0
Royal Enfield Classic 500,2013,9.92,14.51,341386,Diesel,Dealer,Manual,2
creta,2004,1.36,2.52,321026,CNG,Dealer,Manual,3
Yamaha Fazer ,2004,3.02,3.77,478771,Diesel,Dealer,Automatic,2
brio,2005,4.51,5.75,377418,Diesel,Dealer,Manual,1
TVS Apache RTR 180,2007,52.11,62.77,106349,Diesel,Individual,Automatic,2
Bajaj Pulsar 135 LS,2013,13.54,25.96,338632,Diesel,Individual,Automatic,1
800,2018,31.6,71.77,400474,Petrol,Dealer,Manual,3
s cross,2009,8.87,12.02,11448,Diesel,Individual,Manual,0
grand i10,2008,1.92,2.55,253420,Petrol,Individual,Automatic,1
corolla altis,2007,2.65,5.22,346902,Petrol,Individual,Automatic,1
verna,2010,46.04,73.94,259334,Diesel,Individual,Manual,1
Honda CB Unicorn,2013,14.92,17.63,469058,CNG,Dealer,Manual,3
Activa 4g,2017,15.71,17.61,133037,CNG,Individual,Manual,3
Yamaha FZ 16,2005,65.11,87.63,396104,Diesel,Dealer,Automatic,2
TVS Apache RTR 180,2003,0.95,1.19,155401,Diesel,Individual,Manual,1
Bajaj Pulsar 150,2009,40.79,82.04,221813,Petrol,Dealer,Manual,2
sx4,2007,28.36,33.99,70897,Diesel,Dealer,Automatic,0
Honda Karizma,2005,13.31,21.73,57701,Petrol,Individual,Automatic,2
Bajaj Pulsar  NS 200,2014,29.57,47.3,45239,Diesel,Individual,Automatic,1
KTM 390 Duke ,2015,16.43,22.62,50265,Petrol,Dealer,Automatic,0
corolla altis,2013,42.73,64.17,382533,Petrol,Dealer,Manual,0
Royal Enfield Classic 350,2010,8.09,9.42,56820,Diesel,Individual,Automatic,3
i20,2013,11.6,15.97,176319,CNG,Dealer,Manual,2
KTM 390 Duke ,2012,4.36,5.8,477870,Petrol,Dealer,Manual,3
Royal Enfield Thunder 350,2016,68.57,86.55,60669,Petrol,Individual,Automatic,0
Bajaj Pulsar NS 200,2004,17.18,21.59,342640,Petrol,Individual,Manual,0
Bajaj Dominar 400,2013,16.54,37.59,163240,Diesel,Dealer,Manual,3
Suzuki Access 125,2012,39.7,60.94,391396,Petrol,Individual,Automatic,2
Honda CB twister,2013,39.13,66.55,468998,Petrol,Individual,Automatic,2
grand i10,2007,12.35,21,207257,CNG,Dealer,Manual,1
omni,2014,29.31,72.48,360723,Petrol,Individual,Manual,2
Royal Enfield Bullet 350,2005,56.06,89.41,322683,Petrol,Dealer,Manual,1
KTM RC200,2015,11.09,12.56,97220,Diesel,Dealer,Automatic,3
Yamaha FZ S ,2006,54.35,75.59,289369,Diesel,Individual,Automatic,2
Bajaj Pulsar  NS 200,2018,35.05,62.32,442866,CNG,Dealer,Automatic,2
etios gd,2012,30.51,51.91,74622,Petrol,Dealer,Automatic,0
i20,2006,7.2,16.21,369654,Petrol,Individual,Manual,2
Bajaj Pulsar RS200,2008,37.46,48.26,356371,Diesel,Dealer,Automatic,3
Honda CB Shine,2015,9.84,21.74,271940,CNG,Dealer,Manual,0
Honda Activa 4G,2013,65.85,74.65,214032,Diesel,Individual,Manual,0
Bajaj Avenger 220 dtsi,2007,4.57,6.37,378146,Petrol,Individual,Manual,0
Bajaj Discover 100,2004,14.29,24.39,208705,Diesel,Individual,Automatic,0
Hyosung GT250R,2015,36.09,58.09,453224,Diesel,Individual,Manual,1
fortuner,2016,14.12,22.18,7232,CNG,Individual,Manual,2
verna,2016,0.98,2.32,468827,CNG,Dealer,Automatic,2
TVS Jupyter,2005,51.28,58.73,433432,CNG,Dealer,Manual,2
Honda Dream Yuga ,2014,6.09,13.84,270334,CNG,Dealer,Automatic,3
amaze,2010,4.07,5.02,57818,Diesel,Dealer,Automatic,0
creta,2018,9.44,16.43,115448,CNG,Dealer,Automatic,3
fortuner,2012,38.85,71.08,461045,Petrol,Dealer,Manual,3
Honda Karizma,2005,12.57,26.85,467746,Petrol,Individual,Manual,0
Mahindra Mojo XT300,2009,58.9,86.81,187821,Petrol,Dealer,Automatic,2
creta,2018,32.96,53.16,397377,CNG,Individual,Automatic,1
Bajaj Discover 100,2008,24.74,28.63,377371,CNG,Dealer,Automatic,0
Hero  Ignitor Disc,2017,28.73,54.01,444528,Diesel,Individual,Automatic,3
Honda CB Trigger,2015,72.98,88.06,265747,Petrol,Dealer,Manual,2
Honda CB twister,2004,63.28,75.58,256262,CNG,Dealer,Manual,0
KTM RC200,2009,10.2,20.32,95532,CNG,Dealer,Manual,2
alto 800,2004,44.19,61.1,305309,CNG,Dealer,Automatic,1
Bajaj Avenger 150,2004,40.63,64.05,180066,CNG,Dealer,Manual,3
Yamaha FZ S ,2017,9.21,10.38,469324,Petrol,Dealer,Automatic,3
Yamaha Fazer ,2015,48.45,59.15,145235,Petrol,Dealer,Manual,2
xcent,2016,52.09,72.95,28665,Petrol,Individual,Manual,1
eon,2013,20.69,26.25,165746,CNG,Individual,Automatic,2
Bajaj Pulsar 135 LS,2016,24.91,58.04,74420,Petrol,Individual,Automatic,3
ertiga,2006,8.63,12.1,388608,Diesel,Individual,Manual,0
corolla altis,2005,16.59,20.04,151089,Petrol,Dealer,Manual,3
etios cross,2018,42.6,52.07,313934,Diesel,Dealer,Manual,0
TVS Apache RTR 160,2014,46.41,55.55,219249,Diesel,Individual,Automatic,2
Bajaj Discover 125,2009,21.66,34.16,465148,Petrol,Individual,Automatic,3
Honda CB twister,2009,58.58,66.78,48476,CNG,Dealer,Automatic,0
ritz,2008,3,3.85,64629,CNG,Dealer,Automatic,0
Hero Super Splendor,2009,41.28,80.36,102727,Diesel,Individual,Automatic,2
i20,2008,66.12,74.52,493048,Diesel,Individual,Automatic,1
i20,2010,1.86,2.21,12772,Diesel,Individual,Automatic,3
eon,2012,65.46,84.61,434273,Diesel,Individual,Automatic,2
TVS Apache RTR 180,2009,45.02,52.83,451962,Petrol,Individual,Manual,2
Yamaha FZ  v 2.0,2009,53.27,80.26,479358,CNG,Individual,Automatic,0
Activa 4g,2017,4.72,8.07,14898,CNG,Dealer,Automatic,0
baleno,2018,28.7,34.75,277105,CNG,Dealer,Automatic,1
swift,2006,60.92,74.87,205211,Petrol,Individual,Automatic,1
Royal Enfield Thunder 500,2012,1.42,3.11,164008,Petrol,Individual,Automatic,0
Hero Honda CBZ extreme,2004,1.13,2.55,279077,Diesel,Dealer,Manual,1
Hero Honda Passion Pro,2005,15.37,34.59,463240,CNG,Dealer,Automatic,1
800,2018,15.37,30.58,126578,Diesel,Dealer,Automatic,2
Yamaha Fazer ,2018,77.28,86.78,471450,Petrol,Individual,Manual,0
Bajaj Avenger Street 220,2015,65.07,89.19,419092,Diesel,Individual,Automatic,3
Yamaha FZ S ,2014,37.28,59.82,380925,Diesel,Dealer,Automatic,2
ritz,2014,16.41,31.28,153500,CNG,Dealer,Manual,0
TVS Apache RTR 180,2018,40.89,54.83,272370,Diesel,Individual,Manual,0
amaze,2011,47.93,65.98,301733,Diesel,Dealer,Automatic,1
grand i10,2010,5.33,9.25,1895,Diesel,Individual,Automatic,1
Bajaj Pulsar 220 F,2004,10.53,23.34,321691,CNG,Individual,Manual,2
swift,2006,8.39,13.77,403172,Diesel,Dealer,Manual,2
land cruiser,2014,49.17,70.54,235988,Diesel,Dealer,Automatic,2
Bajaj Discover 125,2013,48.67,62.28,220163,Diesel,Dealer,Manual,3
TVS Apache RTR 160,2004,31.62,65.92,34896,Petrol,Dealer,Manual,3
Honda Activa 125,2006,19.27,42.5,13862,CNG,Dealer,Automatic,2
Honda Karizma,2012,14.98,34.32,6896,Diesel,Dealer,Manual,0
Hero  CBZ Xtreme,2014,36.46,57.48,348564,Diesel,Individual,Automatic,3
Bajaj Pulsar 135 LS,2015,22.5,27.47,69355,CNG,Dealer,Automatic,2
Honda CB Unicorn,2007,68.28,79.21,326587,Diesel,Dealer,Automatic,1
Activa 4g,2016,0.45,0.63,57065,CNG,Dealer,Manual,1
Hero  CBZ Xtreme,2006,6.56,14.02,40967,CNG,Individual,Manual,0
corolla,2016,7.52,17.16,444490,Petrol,Dealer,Manual,0
KTM 390 Duke ,2009,17.48,40.32,268610,Diesel,Dealer,Manual,3
s cross,2017,43.76,61.45,63742,CNG,Dealer,Manual,0
ritz,2003,16.86,25.96,387188,Diesel,Dealer,Manual,2
swift,2009,58.61,65.77,302305,CNG,Individual,Automatic,2
Hero Super Splendor,2010,3.22,6.51,478668,CNG,Individual,Automatic,0
vitara brezza,2004,39.97,54.73,458967,CNG,Individual,Automatic,2
Activa 3g,2010,1.25,1.5,74108,CNG,Dealer,Automatic,0
wagon r,2015,31.04,48.3,21595,CNG,Individual,Manual,0
Honda Activa 4G,2012,32.73,68.72,384990,CNG,Individual,Automatic,3
KTM RC200,2016,0.97,1.25,43397,Diesel,Dealer,Manual,0
Honda CB twister,2014,44.21,65.45,59762,Diesel,Dealer,Automatic,0
Hero Splender Plus,2004,14.24,29.72,152732,CNG,Dealer,Manual,3
Yamaha FZ  v 2.0,2003,36.76,42.37,246349,CNG,Dealer,Manual,3
Yamaha FZ 16,2006,51.08,67.28,256485,Diesel,Individual,Manual,2
creta,2012,4.78,8.8,146753,Diesel,Individual,Automatic,2
Honda CBR 150,2006,61.46,82.94,423848,CNG,Dealer,Automatic,3
alto k10,2009,44.51,54.18,247189,Petrol,Individual,Automatic,1
swift,2010,22.72,47.09,243525,Petrol,Individual,Automatic,3
baleno,2012,45.08,81.37,184587,CNG,Individual,Automatic,1
Yamaha FZ S ,2017,5.69,8.63,371417,CNG,Dealer,Manual,2
Activa 3g,2014,45.78,51.44,25550,Petrol,Dealer,Automatic,3
sx4,2016,9.55,21.91,333333,CNG,Dealer,Automatic,2
Yamaha Fazer ,2017,12.03,18.29,297366,Diesel,Individual,Manual,3
sx4,2014,62.76,81.03,244034,CNG,Dealer,Automatic,3
TVS Sport ,2009,18.93,40.28,284726,Diesel,Individual,Automatic,2
Honda CB twister,2004,34.33,39.09,52700,CNG,Dealer,Automatic,2
Bajaj Avenger Street 220,2016,7.57,11.11,459698,CNG,Dealer,Manual,2
Bajaj Pulsar 135 LS,2012,26.86,60.03,442359,Diesel,Dealer,Manual,0
KTM 390 Duke ,2004,28.15,41.17,219358,Diesel,Individual,Automatic,1
Mahindra Mojo XT300,2009,1.6,2.52,42366,Petrol,Individual,Automatic,3
verna,2016,35.43,40.23,200454,Petrol,Individual,Manual,2
Honda CB Unicorn,2009,52.72,84.55,341321,Diesel,Dealer,Automatic,0
Honda CB Trigger,2005,10.83,17.95,17227,Petrol,Individual,Automatic,1
Hero Extreme,2011,20.88,38.2,448197,CNG,Dealer,Automatic,2
omni,2004,54.58,64.11,362452,Diesel,Individual,Automatic,3
swift,2016,28.9,41.92,292440,Petrol,Dealer,Automatic,0
Honda CB Trigger,2003,43.48,89.58,142457,Petrol,Individual,Automatic,1
jazz,2013,33.83,53.31,84755,Petrol,Individual,Manual,0
ciaz,2012,43.73,49.62,184426,Petrol,Individual,Manual,2
Yamaha FZ S ,2017,49.46,82.45,461444,Petrol,Dealer,Manual,0
KTM RC390,2009,34.59,42.77,432697,Petrol,Dealer,Manual,2
etios liva,2011,9.04,12.78,248807,Petrol,Individual,Manual,0
brio,2003,18.36,30.77,437306,Diesel,Dealer,Manual,0
Bajaj Avenger 150 street,2004,6.09,10.48,327012,Diesel,Individual,Manual,0
corolla,2012,13.66,27.62,70566,Petrol,Individual,Manual,0
Bajaj Avenger 220 dtsi,2017,15.87,33.61,298391,Diesel,Dealer,Automatic,2
Activa 3g,2015,54.28,67.6,255449,CNG,Individual,Automatic,1
KTM 390 Duke ,2010,31.43,77.27,458797,CNG,Individual,Manual,0
sx4,2005,15.03,35.11,113242,Petrol,Individual,Automatic,3
camry,2016,8.44,12.15,59763,Diesel,Individual,Automatic,1
Hero Extreme,2006,3.96,7.77,293982,CNG,Individual,Manual,2
KTM RC390,2014,46.11,65.54,443980,Diesel,Dealer,Manual,3
Bajaj Avenger 220,2016,76.5,85.67,462843,CNG,Dealer,Manual,2
Bajaj Pulsar RS200,2005,21.07,26.6,230620,Petrol,Dealer,Manual,0
ignis,2015,50.26,65.69,15247,Petrol,Individual,Manual,2
Honda CB Shine,2007,33.51,72.5,293775,Petrol,Dealer,Automatic,2
Bajaj Pulsar 220 F,2017,6.03,14.27,474716,Petrol,Dealer,Manual,3
Hero  Ignitor Disc,2004,27.27,62.64,256225,CNG,Dealer,Automatic,0
Bajaj Pulsar 150,2003,34.12,74.57,323297,CNG,Individual,Automatic,3
Bajaj Avenger 150 street,2008,9.83,22.8,141705,Diesel,Individual,Automatic,1
Yamaha FZ  v 2.0,2014,43.83,71.85,38686,Diesel,Individual,Automatic,2
Bajaj Avenger 150,2007,33.28,50.5,113452,Diesel,Individual,Automatic,0
eon,2013,21.93,29.81,48948,CNG,Individual,Automatic,2
Hero Honda Passion Pro,2005,13.15,18.27,367750,Petrol,Individual,Manual,3
etios liva,2009,34.63,72.68,464691,Petrol,Dealer,Automatic,2
Activa 4g,2012,49.82,61.26,457070,Petrol,Dealer,Automatic,3
Honda Activa 125,2013,6.1,7.08,222266,Diesel,Dealer,Automatic,2
camry,2016,40.89,68.71,127925,Diesel,Dealer,Manual,1
Honda Dream Yuga ,2005,11.94,24.86,332671,CNG,Dealer,Manual,3
800,2006,66.06,80.27,481374,CNG,Dealer,Manual,1
TVS Sport ,2005,35.35,46.31,490888,Petrol,Dealer,Automatic,2
corolla altis,2006,8.43,13.8,324198,CNG,Individual,Automatic,1
city,2009,15.41,17.65,107181,Diesel,Dealer,Manual,2
brio,2011,4.18,4.8,81335,CNG,Dealer,Manual,1
Bajaj Pulsar 135 LS,2004,7.85,15.79,467000,Diesel,Dealer,Manual,1
KTM RC390,2018,40.41,59.98,136444,Diesel,Individual,Automatic,3
Activa 4g,2008,19.82,39.43,174010,Diesel,Individual,Automatic,1
dzire,2009,28.88,38.75,196705,Diesel,Dealer,Manual,0
Honda CB Unicorn,2014,16.47,25.72,88098,Diesel,Individual,Automatic,3
jazz,2006,26.27,56.65,95496,Petrol,Individual,Manual,0
eon,2007,25.2,44.04,308054,Diesel,Dealer,Manual,1
Hero Honda Passion Pro,2009,28.54,42.04,205960,Petrol,Dealer,Manual,1
Bajaj Avenger 220 dtsi,2017,3.7,7.95,209681,Petrol,Dealer,Automatic,3
Hero  CBZ Xtreme,2008,30.6,66.99,174946,Diesel,Individual,Automatic,1
KTM RC390,2018,6.93,8.93,476891,CNG,Dealer,Automatic,1
Hero  CBZ Xtreme,2010,47.02,55.41,427834,Diesel,Individual,Automatic,1
Suzuki Access 125,2012,38.52,73.72,449059,Diesel,Dealer,Automatic,0
Honda CB Unicorn,2009,14.58,18.97,469930,CNG,Dealer,Automatic,1
amaze,2005,68.64,80.51,73440,Petrol,Dealer,Automatic,2
Bajaj Pulsar  NS 200,2005,34.26,47.82,311310,Petrol,Dealer,Manual,0
Bajaj Avenger Street 220,2003,15.56,25.35,54412,Diesel,Individual,Automatic,1
ignis,2008,40.88,52.46,170682,Petrol,Individual,Manual,2
omni,2013,8.99,19.27,444508,Diesel,Dealer,Automatic,3
corolla altis,2010,66.8,79.87,376475,CNG,Dealer,Manual,2
ignis,2009,11.06,14.44,66666,CNG,Dealer,Automatic,2
Bajaj Discover 100,2017,40.96,90.06,224954,Diesel,Dealer,Automatic,2
eon,2004,70.99,79.8,489901,CNG,Individual,Automatic,1
Yamaha FZ S ,2013,19.66,27.69,303456,Diesel,Dealer,Manual,2
corolla,2005,10.19,20.81,216163,Diesel,Individual,Automatic,0
verna,2008,73.43,87.24,474797,Diesel,Individual,Automatic,1
Yamaha FZ S ,2014,43.8,73.52,266413,Diesel,Individual,Manual,1
camry,2010,33.86,44.89,356026,CNG,Dealer,Manual,0
amaze,2013,8.76,10.16,29972,Diesel,Individual,Manual,2
Honda CB Unicorn,2008,3.31,5.15,155149,CNG,Dealer,Manual,3
Honda CB Shine,2004,16.69,27.76,465816,Petrol,Individual,Manual,1
Bajaj Avenger 220,2013,41.23,84.65,130827,Diesel,Individual,Automatic,2
Activa 3g,2010,17.17,20.62,494203,Petrol,Dealer,Automatic,1
TVS Wego,2004,4.98,7.1,262092,Diesel,Individual,Manual,2
etios cross,2003,3,5.42,68298,CNG,Dealer,Manual,2
omni,2012,30.3,58.18,105818,Petrol,Individual,Manual,1
Suzuki Access 125,2012,46.02,55.54,81276,Diesel,Dealer,Automatic,0
jazz,2016,4.84,8.12,66251,Petrol,Individual,Automatic,3
Hyosung GT250R,2005,33.47,74.72,277354,CNG,Individual,Automatic,1
Hyosung GT250R,2003,45.61,74.85,305677,Diesel,Individual,Manual,3
wagon r,2012,39.71,64.3,332383,Petrol,Individual,Manual,2
800,2013,35.2,70.97,252745,Diesel,Dealer,Automatic,3
Royal Enfield Bullet 350,2003,13.83,22.32,10859,Petrol,Dealer,Automatic,0
fortuner,2010,27.2,45.68,199512,Petrol,Individual,Automatic,1
omni,2011,19.94,28.52,203385,CNG,Dealer,Manual,0
Activa 3g,2018,52.92,83.99,149355,Petrol,Dealer,Manual,1
eon,2006,1.38,2.89,290806,CNG,Dealer,Automatic,3
Hero Glamour,2017,7.06,8.85,382001,Petrol,Individual,Manual,3
Honda CB Hornet 160R,2010,53.8,68.48,478441,CNG,Individual,Automatic,2
i20,2011,34.91,47.45,320071,CNG,Individual,Manual,0
Yamaha Fazer ,2006,48.68,77.26,153870,Petrol,Individual,Manual,2
Bajaj Avenger 150,2003,15.87,36.45,236203,CNG,Individual,Automatic,2
jazz,2004,11.38,18.07,357060,CNG,Individual,Automatic,2
city,2014,8.02,12.2,458861,Diesel,Dealer,Manual,2
Bajaj Avenger 220,2009,13.03,19.11,48007,CNG,Individual,Automatic,1
Royal Enfield Bullet 350,2010,8.35,10.52,277306,Petrol,Dealer,Manual,0
UM Renegade Mojave,2016,47.21,84.52,484663,Petrol,Individual,Automatic,3
